ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
218203,Bihar,Patna,Locality_25,Independent House,3,4518,296.11,0.07,2022,Semi-furnished,24,29,3,2,1,Low,No,Yes,"Pool, Gym",West,Broker,Under_Construction
218204,Uttar Pradesh,Lucknow,Locality_469,Independent House,1,1258,328.73,0.26,1992,Furnished,4,28,33,10,10,Low,Yes,No,"Playground, Pool",West,Broker,Ready_to_Move
218205,Andhra Pradesh,Vishakhapatnam,Locality_345,Apartment,2,3417,411.85,0.12,2018,Furnished,11,4,7,1,9,Medium,No,Yes,"Gym, Garden, Playground, Pool",West,Owner,Ready_to_Move
218206,Maharashtra,Pune,Locality_283,Villa,5,1772,335.27,0.19,1993,Furnished,16,1,32,9,5,Low,No,No,"Playground, Pool, Clubhouse",North,Builder,Under_Construction
218207,Assam,Silchar,Locality_17,Villa,2,2601,52.41,0.02,1992,Unfurnished,26,3,33,9,3,Low,No,No,Playground,North,Broker,Ready_to_Move
218208,Kerala,Kochi,Locality_477,Apartment,1,4319,418.23,0.1,2003,Semi-furnished,28,26,22,2,5,High,No,No,"Gym, Pool, Garden, Clubhouse",North,Builder,Under_Construction
218209,Delhi,Dwarka,Locality_23,Villa,4,2913,314.11,0.11,2016,Semi-furnished,5,12,9,7,5,Medium,Yes,No,"Clubhouse, Gym, Playground",North,Broker,Under_Construction
218210,West Bengal,Kolkata,Locality_388,Independent House,1,1125,235.87,0.21,1994,Semi-furnished,11,20,31,4,4,High,Yes,No,"Pool, Garden, Gym, Playground",South,Builder,Under_Construction
218211,Maharashtra,Mumbai,Locality_180,Villa,4,1172,317.25,0.27,2002,Furnished,0,19,23,8,8,High,No,Yes,"Garden, Clubhouse, Pool, Playground",South,Owner,Under_Construction
218212,Uttarakhand,Dehradun,Locality_275,Independent House,1,3189,118.57,0.04,2011,Unfurnished,22,19,14,1,10,Low,No,No,Garden,North,Owner,Under_Construction
218213,West Bengal,Kolkata,Locality_135,Villa,2,1059,278.64,0.26,2016,Semi-furnished,14,5,9,5,6,High,Yes,No,"Gym, Playground, Garden, Clubhouse",East,Builder,Ready_to_Move
218214,West Bengal,Durgapur,Locality_256,Villa,5,3623,155.68,0.04,2012,Unfurnished,8,12,13,7,9,Medium,Yes,Yes,"Clubhouse, Playground, Pool, Gym, Garden",North,Builder,Ready_to_Move
218215,Uttar Pradesh,Noida,Locality_224,Independent House,1,2889,277.41,0.1,2019,Unfurnished,8,18,6,1,8,Medium,No,Yes,"Clubhouse, Playground, Gym",South,Builder,Ready_to_Move
218216,West Bengal,Durgapur,Locality_100,Villa,5,3603,399.26,0.11,2002,Semi-furnished,19,25,23,10,8,Medium,Yes,No,"Gym, Garden, Playground, Clubhouse, Pool",West,Builder,Under_Construction
218217,Punjab,Amritsar,Locality_411,Independent House,2,2112,402.54,0.19,1990,Unfurnished,21,22,35,4,7,Medium,No,No,Clubhouse,East,Broker,Under_Construction
218218,Assam,Silchar,Locality_135,Independent House,1,2536,479.3,0.19,2000,Semi-furnished,6,10,25,3,1,Low,No,No,"Playground, Gym, Garden, Pool",South,Owner,Under_Construction
218219,Chhattisgarh,Bilaspur,Locality_89,Independent House,5,4343,383.34,0.09,2012,Semi-furnished,22,6,13,4,1,Low,No,No,Clubhouse,East,Broker,Ready_to_Move
218220,Uttarakhand,Haridwar,Locality_420,Independent House,3,1647,212.55,0.13,2017,Unfurnished,8,10,8,3,4,Medium,No,No,"Pool, Playground, Clubhouse, Garden",North,Owner,Under_Construction
218221,Chhattisgarh,Raipur,Locality_83,Villa,3,1445,374.54,0.26,1999,Unfurnished,7,9,26,9,2,Low,No,No,"Gym, Pool, Playground",West,Broker,Under_Construction
218222,Rajasthan,Jodhpur,Locality_333,Apartment,5,2040,426.52,0.21,2009,Unfurnished,16,25,16,8,10,Medium,No,Yes,"Playground, Clubhouse, Pool, Garden",West,Builder,Ready_to_Move
218223,Bihar,Gaya,Locality_119,Apartment,2,4472,425.14,0.1,1994,Unfurnished,6,24,31,3,5,High,No,No,"Garden, Pool, Clubhouse",North,Broker,Ready_to_Move
218224,Delhi,Dwarka,Locality_317,Apartment,4,1615,282.42,0.17,2018,Semi-furnished,17,30,7,4,6,High,Yes,Yes,"Garden, Pool",South,Owner,Ready_to_Move
218225,Bihar,Gaya,Locality_286,Villa,3,4200,208.45,0.05,2014,Semi-furnished,8,3,11,5,4,Medium,Yes,No,"Playground, Gym, Clubhouse",South,Broker,Ready_to_Move
218226,Assam,Silchar,Locality_279,Independent House,3,646,215.05,0.33,2000,Furnished,6,23,25,5,10,High,No,Yes,"Gym, Garden, Playground, Clubhouse, Pool",North,Broker,Ready_to_Move
218227,Odisha,Bhubaneswar,Locality_59,Independent House,3,3103,154.93,0.05,2020,Furnished,1,20,5,6,3,High,No,No,"Playground, Garden, Pool, Clubhouse, Gym",West,Builder,Ready_to_Move
218228,Jharkhand,Ranchi,Locality_369,Independent House,2,1842,483.27,0.26,2015,Furnished,15,18,10,6,6,Medium,Yes,No,"Playground, Clubhouse",South,Broker,Under_Construction
218229,Tamil Nadu,Coimbatore,Locality_318,Villa,4,4303,83.25,0.02,2008,Furnished,26,21,17,1,9,High,No,No,"Garden, Pool",North,Broker,Under_Construction
218230,Kerala,Trivandrum,Locality_8,Villa,4,2208,156.35,0.07,1997,Semi-furnished,6,1,28,8,3,Medium,Yes,Yes,"Gym, Clubhouse, Garden, Playground",East,Builder,Ready_to_Move
218231,Rajasthan,Jodhpur,Locality_239,Apartment,5,3807,182.62,0.05,2019,Semi-furnished,13,23,6,7,3,Medium,No,No,"Playground, Clubhouse, Pool, Gym",East,Builder,Ready_to_Move
218232,Uttarakhand,Dehradun,Locality_52,Independent House,1,2347,293.44,0.13,2012,Unfurnished,26,18,13,9,5,High,Yes,Yes,"Playground, Pool, Gym",East,Owner,Under_Construction
218233,Haryana,Gurgaon,Locality_257,Independent House,1,919,388.28,0.42,2021,Semi-furnished,11,15,4,1,8,Low,Yes,No,"Playground, Pool, Gym",North,Owner,Ready_to_Move
218234,Kerala,Kochi,Locality_308,Independent House,1,3873,185.78,0.05,2010,Unfurnished,22,20,15,5,1,Low,No,No,"Garden, Pool, Playground",North,Builder,Under_Construction
218235,Telangana,Hyderabad,Locality_236,Independent House,2,1695,374.38,0.22,2009,Furnished,2,2,16,2,2,Medium,Yes,Yes,"Pool, Playground",West,Owner,Ready_to_Move
218236,Karnataka,Mangalore,Locality_72,Independent House,1,2541,159.4,0.06,2004,Furnished,24,26,21,3,9,High,No,Yes,"Clubhouse, Gym, Playground",West,Owner,Ready_to_Move
218237,Uttarakhand,Dehradun,Locality_227,Independent House,4,3636,372.66,0.1,2014,Unfurnished,4,18,11,3,1,High,Yes,No,"Clubhouse, Playground",West,Broker,Under_Construction
218238,Andhra Pradesh,Vijayawada,Locality_52,Apartment,4,611,239.92,0.39,2006,Unfurnished,18,2,19,5,1,Low,No,Yes,"Clubhouse, Playground, Garden, Pool",North,Builder,Under_Construction
218239,Madhya Pradesh,Bhopal,Locality_371,Villa,3,1366,202.54,0.15,2010,Unfurnished,3,27,15,4,7,Medium,No,No,"Pool, Gym, Clubhouse, Playground, Garden",South,Owner,Ready_to_Move
218240,Chhattisgarh,Bilaspur,Locality_193,Apartment,4,4796,127.81,0.03,2001,Furnished,20,17,24,10,10,High,Yes,No,"Garden, Gym, Playground, Clubhouse, Pool",East,Builder,Ready_to_Move
218241,Chhattisgarh,Bilaspur,Locality_422,Independent House,4,4920,264.85,0.05,2017,Furnished,0,23,8,5,8,Medium,Yes,Yes,Garden,East,Builder,Under_Construction
218242,Jharkhand,Jamshedpur,Locality_20,Independent House,2,4947,144.65,0.03,2018,Furnished,12,7,7,10,1,High,No,No,"Garden, Clubhouse, Gym, Pool",North,Broker,Ready_to_Move
218243,Kerala,Kochi,Locality_215,Villa,5,4755,361.12,0.08,2013,Furnished,21,17,12,3,10,Medium,No,Yes,"Playground, Gym",South,Builder,Ready_to_Move
218244,Maharashtra,Pune,Locality_404,Independent House,5,2286,25.23,0.01,2006,Furnished,18,20,19,5,7,Low,No,Yes,"Garden, Pool, Gym, Clubhouse, Playground",West,Broker,Under_Construction
218245,Chhattisgarh,Bilaspur,Locality_331,Villa,5,4496,57.01,0.01,2013,Unfurnished,27,12,12,4,3,High,No,No,Gym,East,Broker,Ready_to_Move
218246,Maharashtra,Mumbai,Locality_320,Independent House,3,936,372.26,0.4,1991,Furnished,2,28,34,8,1,Low,No,No,"Playground, Pool",East,Broker,Under_Construction
218247,Jharkhand,Jamshedpur,Locality_304,Apartment,1,3990,273.5,0.07,2022,Furnished,23,6,3,4,3,Low,Yes,No,Clubhouse,South,Owner,Ready_to_Move
218248,Gujarat,Ahmedabad,Locality_75,Villa,1,1973,217.17,0.11,2020,Furnished,1,30,5,9,1,Low,Yes,No,"Clubhouse, Gym, Pool",West,Broker,Ready_to_Move
218249,Uttarakhand,Haridwar,Locality_289,Independent House,4,4953,136.38,0.03,2007,Furnished,9,14,18,3,2,High,No,No,"Garden, Clubhouse, Playground, Gym, Pool",West,Broker,Under_Construction
218250,Odisha,Bhubaneswar,Locality_475,Apartment,3,2301,420.18,0.18,2002,Semi-furnished,16,13,23,8,5,Medium,No,No,"Gym, Pool, Playground, Garden, Clubhouse",West,Builder,Under_Construction
218251,Chhattisgarh,Raipur,Locality_324,Villa,3,1486,383.18,0.26,2005,Semi-furnished,2,1,20,9,6,High,No,No,"Pool, Gym, Garden, Clubhouse, Playground",East,Owner,Ready_to_Move
218252,Delhi,Dwarka,Locality_31,Villa,3,2200,239.25,0.11,1997,Unfurnished,4,18,28,8,8,Low,No,No,"Pool, Garden, Playground",South,Builder,Under_Construction
218253,Andhra Pradesh,Vijayawada,Locality_402,Independent House,2,3158,231.11,0.07,2013,Semi-furnished,13,11,12,6,7,High,Yes,No,"Pool, Clubhouse",South,Owner,Ready_to_Move
218254,Punjab,Ludhiana,Locality_478,Villa,4,1444,244.96,0.17,2016,Unfurnished,22,21,9,1,10,Low,No,Yes,"Pool, Playground, Clubhouse, Gym",East,Broker,Ready_to_Move
218255,Uttarakhand,Haridwar,Locality_111,Independent House,2,4241,233.0,0.05,2012,Semi-furnished,17,24,13,10,3,Low,Yes,No,Garden,South,Owner,Under_Construction
218256,Odisha,Cuttack,Locality_472,Independent House,4,827,83.21,0.1,1999,Unfurnished,3,25,26,4,4,High,No,Yes,Playground,East,Builder,Under_Construction
218257,Telangana,Hyderabad,Locality_186,Independent House,3,4727,318.61,0.07,2002,Furnished,30,10,23,2,4,Low,Yes,No,Playground,West,Owner,Ready_to_Move
218258,Gujarat,Surat,Locality_232,Independent House,1,2152,91.89,0.04,2008,Unfurnished,14,23,17,10,10,High,No,No,"Garden, Pool, Clubhouse, Playground, Gym",East,Owner,Ready_to_Move
218259,Assam,Guwahati,Locality_268,Independent House,4,890,269.5,0.3,1996,Unfurnished,6,20,29,5,2,Medium,Yes,No,Clubhouse,North,Builder,Ready_to_Move
218260,Kerala,Kochi,Locality_133,Apartment,5,3592,444.62,0.12,2009,Furnished,7,8,16,1,10,Low,Yes,No,"Gym, Playground, Pool, Clubhouse",North,Builder,Ready_to_Move
218261,Odisha,Cuttack,Locality_148,Apartment,5,1530,213.45,0.14,2014,Semi-furnished,23,11,11,7,5,Low,Yes,Yes,"Clubhouse, Playground, Garden, Gym, Pool",West,Builder,Ready_to_Move
218262,Tamil Nadu,Coimbatore,Locality_343,Independent House,3,1044,218.94,0.21,2017,Semi-furnished,22,8,8,7,4,High,Yes,Yes,"Clubhouse, Pool",North,Owner,Under_Construction
218263,Odisha,Bhubaneswar,Locality_414,Independent House,3,4460,56.57,0.01,1993,Furnished,28,4,32,7,6,Medium,Yes,Yes,"Clubhouse, Pool, Gym, Playground",West,Builder,Ready_to_Move
218264,Assam,Silchar,Locality_39,Independent House,3,2737,233.64,0.09,2012,Semi-furnished,28,16,13,9,5,Low,No,No,"Garden, Gym, Pool, Playground",North,Builder,Under_Construction
218265,Karnataka,Mysore,Locality_354,Apartment,5,1146,93.6,0.08,1992,Semi-furnished,29,6,33,8,3,Medium,Yes,No,Playground,West,Broker,Ready_to_Move
218266,Kerala,Trivandrum,Locality_222,Villa,5,3329,187.76,0.06,2009,Semi-furnished,6,13,16,4,3,Medium,Yes,No,"Playground, Pool, Clubhouse",South,Builder,Under_Construction
218267,Madhya Pradesh,Indore,Locality_438,Villa,2,1550,323.86,0.21,2017,Semi-furnished,23,24,8,4,6,Medium,No,Yes,"Playground, Gym, Garden, Clubhouse",North,Broker,Ready_to_Move
218268,Delhi,Dwarka,Locality_24,Independent House,3,595,118.72,0.2,2006,Unfurnished,10,30,19,9,6,Low,Yes,Yes,"Pool, Clubhouse, Playground, Garden",South,Owner,Under_Construction
218269,Gujarat,Ahmedabad,Locality_409,Independent House,4,2416,176.22,0.07,2004,Semi-furnished,9,14,21,6,3,Low,No,Yes,"Playground, Clubhouse, Pool",North,Broker,Under_Construction
218270,Delhi,Dwarka,Locality_464,Independent House,3,1401,47.66,0.03,2000,Furnished,30,19,25,1,6,Medium,No,Yes,"Gym, Pool, Playground, Garden, Clubhouse",West,Owner,Under_Construction
218271,Kerala,Kochi,Locality_387,Independent House,3,1382,284.88,0.21,2000,Unfurnished,28,5,25,1,2,Medium,No,Yes,Gym,South,Broker,Ready_to_Move
218272,Karnataka,Mysore,Locality_263,Apartment,2,4193,80.1,0.02,2006,Semi-furnished,29,18,19,1,8,High,Yes,No,"Playground, Garden, Pool",West,Owner,Ready_to_Move
218273,Haryana,Gurgaon,Locality_202,Apartment,3,4704,245.13,0.05,2005,Unfurnished,8,10,20,9,9,Medium,No,No,"Gym, Playground, Garden, Pool",South,Broker,Under_Construction
218274,West Bengal,Durgapur,Locality_12,Apartment,5,3832,263.32,0.07,2007,Unfurnished,11,26,18,8,3,High,Yes,Yes,Clubhouse,North,Broker,Under_Construction
218275,Uttarakhand,Haridwar,Locality_435,Villa,4,3256,334.7,0.1,2011,Furnished,20,6,14,9,2,Low,Yes,No,"Playground, Pool",South,Builder,Under_Construction
218276,Gujarat,Surat,Locality_285,Villa,5,4022,415.42,0.1,1996,Unfurnished,18,24,29,3,5,Low,Yes,No,"Pool, Playground, Gym, Clubhouse, Garden",South,Owner,Ready_to_Move
218277,Haryana,Gurgaon,Locality_209,Villa,5,3394,355.86,0.1,2002,Furnished,19,5,23,1,2,High,Yes,Yes,"Gym, Garden",West,Owner,Ready_to_Move
218278,Chhattisgarh,Bilaspur,Locality_266,Independent House,2,1787,17.77,0.01,2007,Unfurnished,15,18,18,8,2,Medium,No,Yes,Pool,East,Owner,Ready_to_Move
218279,West Bengal,Kolkata,Locality_123,Independent House,5,1413,143.55,0.1,1996,Semi-furnished,22,2,29,10,1,High,No,Yes,"Clubhouse, Garden, Playground, Gym",East,Owner,Ready_to_Move
218280,Odisha,Bhubaneswar,Locality_296,Independent House,2,2163,157.39,0.07,2003,Semi-furnished,24,2,22,8,7,High,Yes,Yes,"Playground, Garden",South,Builder,Under_Construction
218281,Andhra Pradesh,Vishakhapatnam,Locality_126,Villa,2,2322,472.14,0.2,1997,Semi-furnished,21,25,28,9,8,Medium,Yes,Yes,Gym,North,Broker,Under_Construction
218282,Andhra Pradesh,Vijayawada,Locality_208,Independent House,5,4593,39.0,0.01,2015,Furnished,11,11,10,4,8,Medium,No,Yes,"Playground, Garden, Clubhouse, Pool, Gym",South,Broker,Ready_to_Move
218283,Andhra Pradesh,Vishakhapatnam,Locality_59,Independent House,4,3851,431.12,0.11,2013,Furnished,21,18,12,6,7,Low,Yes,No,"Pool, Gym",North,Builder,Under_Construction
218284,Telangana,Hyderabad,Locality_76,Apartment,3,1478,298.69,0.2,2000,Furnished,6,22,25,5,10,High,Yes,Yes,"Pool, Playground, Gym",East,Broker,Ready_to_Move
218285,Kerala,Trivandrum,Locality_301,Villa,5,4599,24.28,0.01,1997,Unfurnished,19,11,28,8,6,High,No,No,"Garden, Pool, Gym",West,Builder,Ready_to_Move
218286,Gujarat,Ahmedabad,Locality_426,Villa,5,2547,56.78,0.02,2003,Furnished,3,3,22,10,2,Low,Yes,Yes,"Garden, Clubhouse, Pool, Playground",North,Broker,Ready_to_Move
218287,Odisha,Bhubaneswar,Locality_222,Villa,3,4059,450.33,0.11,2014,Semi-furnished,12,11,11,9,6,Low,Yes,Yes,"Gym, Garden, Pool, Clubhouse",South,Owner,Ready_to_Move
218288,Gujarat,Ahmedabad,Locality_244,Independent House,3,1595,367.96,0.23,2009,Semi-furnished,1,28,16,3,4,High,Yes,Yes,"Gym, Pool, Clubhouse, Playground",North,Owner,Under_Construction
218289,Tamil Nadu,Coimbatore,Locality_315,Villa,3,4856,324.06,0.07,2005,Furnished,23,19,20,7,1,High,Yes,Yes,"Clubhouse, Garden, Pool",North,Owner,Under_Construction
218290,Tamil Nadu,Coimbatore,Locality_474,Villa,2,1468,41.98,0.03,1998,Semi-furnished,1,8,27,9,3,Low,No,Yes,"Gym, Clubhouse, Pool, Garden, Playground",North,Owner,Under_Construction
218291,Chhattisgarh,Raipur,Locality_125,Independent House,5,959,62.98,0.07,1993,Unfurnished,30,26,32,6,4,Medium,Yes,Yes,"Gym, Pool, Garden, Clubhouse",South,Builder,Under_Construction
218292,Bihar,Gaya,Locality_374,Apartment,1,1900,122.63,0.06,2022,Semi-furnished,1,7,3,3,10,Low,Yes,Yes,"Garden, Clubhouse, Gym, Playground",South,Builder,Ready_to_Move
218293,Maharashtra,Nagpur,Locality_79,Villa,5,2110,310.86,0.15,1998,Semi-furnished,26,28,27,5,8,Medium,Yes,No,"Pool, Gym, Clubhouse, Playground",South,Broker,Under_Construction
218294,Chhattisgarh,Raipur,Locality_284,Villa,2,1733,118.29,0.07,2001,Furnished,7,10,24,1,5,Medium,No,Yes,"Garden, Pool, Playground, Gym",North,Owner,Under_Construction
218295,Punjab,Amritsar,Locality_363,Apartment,1,1791,497.92,0.28,2023,Semi-furnished,12,19,2,2,4,Low,Yes,Yes,"Pool, Gym",East,Broker,Ready_to_Move
218296,Bihar,Gaya,Locality_89,Independent House,2,2745,388.36,0.14,2000,Semi-furnished,21,10,25,6,5,High,Yes,No,"Clubhouse, Pool, Garden",North,Builder,Ready_to_Move
218297,Tamil Nadu,Coimbatore,Locality_6,Apartment,5,2525,323.22,0.13,2021,Furnished,26,25,4,8,10,Low,No,No,Clubhouse,North,Owner,Ready_to_Move
218298,Assam,Silchar,Locality_282,Apartment,1,2512,100.32,0.04,2003,Unfurnished,16,14,22,10,6,Low,No,Yes,"Playground, Garden",North,Owner,Ready_to_Move
218299,Haryana,Gurgaon,Locality_445,Independent House,1,4293,44.79,0.01,2013,Furnished,9,20,12,1,9,Low,No,No,"Clubhouse, Garden, Playground, Pool, Gym",South,Builder,Ready_to_Move
218300,Punjab,Amritsar,Locality_20,Independent House,2,3834,407.98,0.11,2004,Furnished,1,22,21,8,5,High,No,Yes,"Gym, Garden",East,Builder,Under_Construction
218301,Jharkhand,Ranchi,Locality_176,Apartment,5,2202,223.92,0.1,1992,Semi-furnished,5,1,33,4,6,Medium,No,Yes,"Pool, Gym",North,Builder,Ready_to_Move
218302,Karnataka,Bangalore,Locality_156,Independent House,4,625,414.01,0.66,1995,Semi-furnished,19,17,30,10,9,Medium,Yes,No,"Garden, Gym, Clubhouse, Pool",East,Broker,Ready_to_Move
218303,West Bengal,Durgapur,Locality_350,Apartment,3,2430,80.15,0.03,1998,Unfurnished,15,2,27,2,7,Low,Yes,Yes,"Playground, Clubhouse, Garden, Gym, Pool",North,Builder,Ready_to_Move
218304,Uttarakhand,Haridwar,Locality_363,Independent House,2,3144,160.69,0.05,2012,Unfurnished,8,13,13,9,7,Medium,Yes,No,"Clubhouse, Gym, Pool",East,Builder,Under_Construction
218305,Odisha,Cuttack,Locality_55,Apartment,5,2491,11.83,0.0,2023,Furnished,1,27,2,6,4,Medium,Yes,Yes,"Garden, Playground, Pool, Clubhouse",South,Broker,Under_Construction
218306,Bihar,Gaya,Locality_145,Independent House,2,4494,317.62,0.07,2023,Unfurnished,1,18,2,7,9,Low,No,Yes,"Garden, Gym",South,Owner,Ready_to_Move
218307,Jharkhand,Jamshedpur,Locality_329,Independent House,3,2515,284.1,0.11,1990,Unfurnished,25,20,35,9,2,Low,Yes,Yes,"Garden, Pool",East,Broker,Under_Construction
218308,Uttar Pradesh,Lucknow,Locality_445,Independent House,4,4173,217.82,0.05,2002,Furnished,11,23,23,4,3,Medium,No,Yes,"Playground, Pool, Garden",South,Builder,Ready_to_Move
218309,Madhya Pradesh,Bhopal,Locality_163,Villa,5,614,404.36,0.66,2006,Semi-furnished,4,18,19,7,10,High,Yes,Yes,Clubhouse,West,Owner,Ready_to_Move
218310,Chhattisgarh,Raipur,Locality_452,Villa,4,4688,23.79,0.01,1990,Semi-furnished,22,29,35,5,6,Low,Yes,No,Gym,North,Builder,Ready_to_Move
218311,West Bengal,Kolkata,Locality_89,Villa,3,4297,438.82,0.1,2008,Unfurnished,10,26,17,10,9,Medium,Yes,Yes,"Pool, Clubhouse, Playground",East,Broker,Ready_to_Move
218312,Gujarat,Surat,Locality_42,Apartment,3,1420,146.84,0.1,1994,Semi-furnished,24,19,31,4,1,Medium,No,Yes,"Pool, Playground, Gym, Garden, Clubhouse",East,Builder,Ready_to_Move
218313,Tamil Nadu,Chennai,Locality_186,Villa,3,1310,312.11,0.24,2018,Semi-furnished,11,20,7,8,4,Medium,Yes,No,"Garden, Clubhouse, Playground",West,Owner,Under_Construction
218314,Assam,Silchar,Locality_354,Villa,4,1164,278.3,0.24,2010,Furnished,19,26,15,5,10,High,Yes,No,Playground,North,Builder,Ready_to_Move
218315,Tamil Nadu,Coimbatore,Locality_447,Independent House,1,4920,416.72,0.08,1994,Semi-furnished,26,4,31,5,9,Low,Yes,No,Pool,South,Broker,Under_Construction
218316,Uttar Pradesh,Noida,Locality_340,Villa,2,3511,315.14,0.09,1992,Semi-furnished,11,5,33,2,10,Medium,No,No,"Pool, Gym, Garden, Playground",East,Broker,Under_Construction
218317,Odisha,Bhubaneswar,Locality_407,Apartment,1,746,107.23,0.14,2014,Semi-furnished,22,17,11,3,5,Medium,No,Yes,"Gym, Clubhouse",East,Broker,Under_Construction
218318,West Bengal,Durgapur,Locality_101,Villa,1,4228,284.86,0.07,2016,Furnished,1,28,9,6,8,High,Yes,No,"Pool, Playground, Garden, Gym",South,Broker,Ready_to_Move
218319,Punjab,Amritsar,Locality_489,Apartment,1,2825,54.55,0.02,2012,Furnished,27,3,13,9,3,Low,Yes,No,"Playground, Gym, Pool, Garden",South,Owner,Under_Construction
218320,Andhra Pradesh,Vijayawada,Locality_72,Independent House,1,4157,337.16,0.08,2009,Semi-furnished,3,25,16,7,9,Low,No,Yes,"Playground, Clubhouse",South,Builder,Ready_to_Move
218321,Uttar Pradesh,Lucknow,Locality_78,Villa,1,4545,26.52,0.01,2006,Unfurnished,11,1,19,3,9,Low,Yes,No,"Pool, Playground, Clubhouse, Gym, Garden",East,Builder,Under_Construction
218322,Odisha,Bhubaneswar,Locality_459,Independent House,2,1954,350.63,0.18,2000,Semi-furnished,24,8,25,7,4,High,Yes,No,Playground,East,Builder,Ready_to_Move
218323,Tamil Nadu,Chennai,Locality_452,Apartment,4,4498,156.22,0.03,2023,Semi-furnished,0,2,2,4,9,Medium,Yes,No,"Playground, Clubhouse, Pool",East,Broker,Ready_to_Move
218324,Odisha,Bhubaneswar,Locality_282,Villa,5,1356,405.97,0.3,2013,Unfurnished,3,9,12,6,7,High,No,No,"Gym, Clubhouse",East,Builder,Ready_to_Move
218325,Karnataka,Bangalore,Locality_67,Apartment,2,526,324.71,0.62,1993,Furnished,3,22,32,3,6,Low,No,No,"Playground, Gym, Pool",East,Owner,Ready_to_Move
218326,Assam,Silchar,Locality_279,Independent House,3,3990,308.36,0.08,2017,Furnished,1,13,8,4,9,High,Yes,No,"Gym, Playground, Garden",South,Builder,Under_Construction
218327,West Bengal,Durgapur,Locality_466,Villa,2,4614,110.33,0.02,2002,Semi-furnished,10,15,23,4,7,High,Yes,Yes,"Playground, Garden, Gym, Clubhouse, Pool",South,Owner,Ready_to_Move
218328,Assam,Guwahati,Locality_50,Villa,3,1052,291.81,0.28,1997,Semi-furnished,5,27,28,4,5,Medium,No,Yes,"Playground, Pool, Garden, Gym",South,Builder,Under_Construction
218329,Assam,Silchar,Locality_68,Apartment,3,3457,270.64,0.08,1997,Unfurnished,20,23,28,6,1,High,Yes,No,"Pool, Clubhouse, Playground, Gym, Garden",South,Broker,Under_Construction
218330,Odisha,Cuttack,Locality_348,Apartment,3,2284,233.69,0.1,2006,Semi-furnished,1,14,19,9,10,High,No,No,"Gym, Clubhouse, Garden",East,Broker,Under_Construction
218331,Odisha,Cuttack,Locality_291,Villa,3,2132,412.53,0.19,2004,Unfurnished,15,4,21,4,2,Low,Yes,Yes,Garden,West,Builder,Ready_to_Move
